X,Y,Spell,mask
-2.5,20,-5,-1
-2.5,20.5,-5,-1
-2.5,21,-5,-1
-2.5,21.5,-5,-1
-2.5,22,-5,-1
-2.5,22.5,-5,-1
-2.5,23,-5,-1
-2.5,23.5,-5,-1
-2.5,24,-5,-1
-2.5,24.5,-5,-1
-2.5,25,-5,-1
-2.5,25.5,-5,-1
-2.5,26,-5,-1
-2.5,26.5,-5,-1
-2.5,27,-5,-1
-2.5,27.5,-5,-1
-2.5,28,-5,-1
-2.5,28.5,-5,-1
-2.5,29,-5,-1
-2.5,29.5,-5,-1
-2.5,3,1,1
-2.5,3.5,1,1
-2.5,30,-5,-1
-2.5,30.5,-5,-1
-2.5,31,-5,-1
-2.5,31.5,-5,-1
-2.5,32,-5,-1
-2.5,32.5,-5,-1
-2.5,33,-5,-1
-2.5,33.5,-5,-1
-2.5,34,-5,-1
-2.5,34.5,-5,-1
-2.5,35,-5,-1
-2.5,35.5,-5,-1
-2.5,36,-5,-1
-2.5,36.5,-5,-1
-2.5,37,-5,-1
-2.5,37.5,-5,-1
-2.5,38,-5,-1
-2.5,38.5,-5,-1
-2.5,39,-5,-1
-2.5,39.5,-5,-1
-2.5,4,1,1
-2.5,4.5,1,1
-2.5,40,-5,-1
-2.5,5,1,1
-2.5,5.5,1,1
-2.5,6,1,1
-2.5,6.5,1,1
-2.5,7,1,1
-2.5,7.5,1,1
-2.5,8,1,1
-2.5,8.5,1,1
-2.5,9,1,1
-2.5,9.5,0,1
-20,-0.5,-5,-1
-20,-1,-5,-1
-20,-1.5,-5,-1
-20,-10,-5,-1
-20,-10.5,-5,-1
-20,-11,-5,-1
-20,-11.5,-5,-1
-20,-12,-5,-1
-20,-12.5,-5,-1
-20,-13,-5,-1
-20,-13.5,-5,-1
-20,-14,-5,-1
-20,-14.5,-5,-1
-20,-15,-5,-1
-20,-15.5,-5,-1
-20,-16,-5,-1
-20,-16.5,-5,-1
-20,-17,-5,-1
-20,-17.5,-5,-1
-20,-18,-5,-1
-20,-18.5,-5,-1
-20,-19,-5,-1
-20,-19.5,-5,-1
-20,-2,-5,-1
-20,-2.5,-5,-1
-20,-20,-5,-1
-20,-20.5,-5,-1
-20,-21,-5,-1
-20,-21.5,-5,-1
-20,-22,-5,-1
-20,-22.5,-5,-1
-20,-23,-5,-1
-20,-23.5,-5,-1
-20,-24,1,1
-20,-24.5,1,1
-20,-25,1,1
-20,-25.5,1,1
-20,-26,1,1
-20,-26.5,1,1
-20,-27,1,1
-20,-27.5,1,1
-20,-28,1,1
-20,-28.5,1,1
-20,-29,1,1
-20,-29.5,1,1
-20,-3,-5,-1
-20,-3.5,-5,-1
-20,-30,1,1
-20,-30.5,1,1
-20,-31,1,1
-20,-31.5,1,1
-20,-32,1,1
-20,-32.5,1,1
-20,-33,1,1
-20,-33.5,1,1
-20,-34,1,1
-20,-34.5,1,1
-20,-35,1,1
-20,-35.5,1,1
-20,-36,1,1
-20,-36.5,1,1
-20,-37,1,1
-20,-37.5,1,1
-20,-38,1,1
-20,-38.5,1,1
-20,-39,1,1
-20,-39.5,1,1
-20,-4,-5,-1
-20,-4.5,-5,-1
-20,-40,1,1
-20,-5,-5,-1
-20,-5.5,-5,-1
-20,-6,-5,-1
-20,-6.5,-5,-1
-20,-7,-5,-1
-20,-7.5,-5,-1
-20,-8,-5,-1
-20,-8.5,-5,-1
-20,-9,-5,-1
-20,-9.5,-5,-1
-20,0,-5,-1
-20,0.5,-5,-1
-20,1,-5,-1
-20,1.5,-5,-1
-20,10,1,1
-20,10.5,1,1
-20,11,1,1
-20,11.5,1,1
-20,12,1,1
-20,12.5,1,1
-20,13,1,1
-20,13.5,1,1
-20,14,1,1
-20,14.5,1,1
-20,15,1,1
-20,15.5,1,1
-20,16,1,1
-20,16.5,1,1
-20,17,1,1
-20,17.5,1,1
-20,18,1,1
-20,18.5,-5,-1
-20,19,-5,-1
-20,19.5,-5,-1
-20,2,-5,-1
-20,2.5,1,1
-20,20,-5,-1
-20,20.5,-5,-1
-20,21,-5,-1
-20,21.5,-5,-1
-20,22,-5,-1
-20,22.5,-5,-1
-20,23,-5,-1
-20,23.5,-5,-1
-20,24,-5,-1
-20,24.5,-5,-1
-20,25,-5,-1
-20,25.5,-5,-1
-20,26,-5,-1
-20,26.5,-5,-1
-20,27,-5,-1
-20,27.5,-5,-1
-20,28,-5,-1
-20,28.5,-5,-1
-20,29,-5,-1
-20,29.5,-5,-1
-20,3,1,1
-20,3.5,1,1
-20,30,-5,-1
-20,30.5,-5,-1
-20,31,-5,-1
-20,31.5,-5,-1
-20,32,-5,-1
-20,32.5,-5,-1
-20,33,-5,-1
-20,33.5,-5,-1
-20,34,-5,-1
-20,34.5,-5,-1
-20,35,-5,-1
-20,35.5,-5,-1
-20,36,-5,-1
-20,36.5,-5,-1
-20,37,-5,-1
-20,37.5,-5,-1
-20,38,-5,-1
-20,38.5,-5,-1
-20,39,-5,-1
-20,39.5,-5,-1
-20,4,1,1
-20,4.5,1,1
-20,40,-5,-1
-20,5,1,1
-20,5.5,1,1
-20,6,1,1
-20,6.5,1,1
-20,7,1,1
-20,7.5,1,1
-20,8,1,1
-20,8.5,1,1
-20,9,1,1
-20,9.5,1,1
-3,-0.5,-5,-1
-3,-1,-5,-1
-3,-1.5,-5,-1
-3,-10,-5,-1
-3,-10.5,-5,-1
-3,-11,-5,-1
-3,-11.5,-5,-1
-3,-12,-5,-1
-3,-12.5,-5,-1
-3,-13,-5,-1
-3,-13.5,-5,-1
-3,-14,-5,-1
-3,-14.5,-5,-1
-3,-15,-5,-1
-3,-15.5,-5,-1
-3,-16,-5,-1
-3,-16.5,-5,-1
-3,-17,-5,-1
-3,-17.5,-5,-1
-3,-18,-5,-1
-3,-18.5,-5,-1
-3,-19,-5,-1
-3,-19.5,-5,-1
-3,-2,-5,-1
-3,-2.5,-5,-1
-3,-20,-5,-1
-3,-20.5,-5,-1
-3,-21,-5,-1
-3,-21.5,-5,-1
-3,-22,-5,-1
-3,-22.5,-5,-1
-3,-23,-5,-1
-3,-23.5,-5,-1
-3,-24,-5,-1
-3,-24.5,-5,-1
-3,-25,-5,-1
-3,-25.5,-5,-1
-3,-26,-5,-1
-3,-26.5,-5,-1
-3,-27,-5,-1
-3,-27.5,-5,-1
-3,-28,-5,-1
-3,-28.5,-5,-1
-3,-29,-5,-1
-3,-29.5,-5,-1
-3,-3,-5,-1
-3,-3.5,-5,-1
-3,-30,1,1
-3,-30.5,1,1
-3,-31,1,1
-3,-31.5,1,1
-3,-32,1,1
-3,-32.5,1,1
-3,-33,1,1
-3,-33.5,1,1
-3,-34,1,1
-3,-34.5,1,1
-3,-35,1,1
-3,-35.5,1,1
-3,-36,1,1
-3,-36.5,1,1
-3,-37,1,1
-3,-37.5,1,1
-3,-38,1,1
-3,-38.5,1,1
-3,-39,1,1
-3,-39.5,1,1
-3,-4,-5,-1
-3,-4.5,-5,-1
-3,-40,1,1
-3,-5,-5,-1
-3,-5.5,-5,-1
-3,-6,-5,-1
-3,-6.5,-5,-1
-3,-7,-5,-1
-3,-7.5,-5,-1
-3,-8,-5,-1
-3,-8.5,-5,-1
-3,-9,-5,-1
-3,-9.5,-5,-1
-3,0,-5,-1
-3,0.5,-5,-1
-3,1,1,1
-3,1.5,1,1
-3,10,0,1
-3,10.5,0,1
-3,11,0,1
-3,11.5,0,1
-3,12,0,1
-3,12.5,0,1
-3,13,0,1
-3,13.5,0,1
-3,14,0,1
-3,14.5,0,1
-3,15,0,1
-3,15.5,0,1
-3,16,1,1
-3,16.5,1,1
-3,17,1,1
-3,17.5,1,1
-3,18,1,1
-3,18.5,-5,-1
-3,19,-5,-1
-3,19.5,-5,-1
-3,2,1,1
-3,2.5,1,1
-3,20,-5,-1
-3,20.5,-5,-1
-3,21,-5,-1
-3,21.5,-5,-1
-3,22,-5,-1
-3,22.5,-5,-1
-3,23,-5,-1
-3,23.5,-5,-1
-3,24,-5,-1
-3,24.5,-5,-1
-3,25,-5,-1
-3,25.5,-5,-1
-3,26,-5,-1
-3,26.5,-5,-1
-3,27,-5,-1
-3,27.5,-5,-1
-3,28,-5,-1
-3,28.5,-5,-1
-3,29,-5,-1
-3,29.5,-5,-1
-3,3,1,1
-3,3.5,1,1
-3,30,-5,-1
-3,30.5,-5,-1
-3,31,-5,-1
-3,31.5,-5,-1
-3,32,-5,-1
-3,32.5,-5,-1
-3,33,-5,-1
-3,33.5,-5,-1
-3,34,-5,-1
-3,34.5,-5,-1
-3,35,-5,-1
-3,35.5,-5,-1
-3,36,-5,-1
-3,36.5,-5,-1
-3,37,-5,-1
-3,37.5,-5,-1
-3,38,-5,-1
-3,38.5,-5,-1
-3,39,-5,-1
-3,39.5,-5,-1
-3,4,1,1
-3,4.5,1,1
-3,40,-5,-1
-3,5,1,1
-3,5.5,1,1
-3,6,1,1
-3,6.5,1,1
-3,7,1,1
-3,7.5,1,1
-3,8,1,1
-3,8.5,1,1
-3,9,0,1
-3,9.5,0,1
-3.5,-0.5,-5,-1
-3.5,-1,-5,-1
-3.5,-1.5,-5,-1
-3.5,-10,-5,-1
-3.5,-10.5,-5,-1
-3.5,-11,-5,-1
-3.5,-11.5,-5,-1
-3.5,-12,-5,-1
-3.5,-12.5,-5,-1
-3.5,-13,-5,-1
-3.5,-13.5,-5,-1
-3.5,-14,-5,-1
-3.5,-14.5,-5,-1
-3.5,-15,-5,-1
-3.5,-15.5,-5,-1
-3.5,-16,-5,-1
-3.5,-16.5,-5,-1
-3.5,-17,-5,-1
-3.5,-17.5,-5,-1
-3.5,-18,-5,-1
-3.5,-18.5,-5,-1
-3.5,-19,-5,-1
-3.5,-19.5,-5,-1
-3.5,-2,-5,-1
-3.5,-2.5,-5,-1
-3.5,-20,-5,-1
-3.5,-20.5,-5,-1
-3.5,-21,-5,-1
-3.5,-21.5,-5,-1
-3.5,-22,-5,-1
-3.5,-22.5,-5,-1
-3.5,-23,-5,-1
-3.5,-23.5,-5,-1
-3.5,-24,-5,-1
-3.5,-24.5,-5,-1
-3.5,-25,-5,-1
-3.5,-25.5,-5,-1
-3.5,-26,-5,-1
-3.5,-26.5,-5,-1
-3.5,-27,-5,-1
-3.5,-27.5,-5,-1
-3.5,-28,-5,-1
-3.5,-28.5,-5,-1
-3.5,-29,-5,-1
-3.5,-29.5,1,1
-3.5,-3,-5,-1
-3.5,-3.5,-5,-1
-3.5,-30,1,1
-3.5,-30.5,1,1
-3.5,-31,1,1
-3.5,-31.5,1,1
-3.5,-32,1,1
-3.5,-32.5,1,1
-3.5,-33,1,1
-3.5,-33.5,1,1
-3.5,-34,1,1
-3.5,-34.5,1,1
-3.5,-35,1,1
-3.5,-35.5,1,1
-3.5,-36,1,1
-3.5,-36.5,1,1
-3.5,-37,1,1
-3.5,-37.5,1,1
-3.5,-38,1,1
-3.5,-38.5,1,1
-3.5,-39,1,1
-3.5,-39.5,1,1
-3.5,-4,-5,-1
-3.5,-4.5,-5,-1
-3.5,-40,1,1
-3.5,-5,-5,-1
-3.5,-5.5,-5,-1
-3.5,-6,-5,-1
-3.5,-6.5,-5,-1
-3.5,-7,-5,-1
-3.5,-7.5,-5,-1
-3.5,-8,-5,-1
-3.5,-8.5,-5,-1
-3.5,-9,-5,-1
-3.5,-9.5,-5,-1
-3.5,0,-5,-1
-3.5,0.5,1,1
-3.5,1,1,1
-3.5,1.5,1,1
-3.5,10,0,1
-3.5,10.5,0,1
-3.5,11,0,1
-3.5,11.5,0,1
-3.5,12,0,1
-3.5,12.5,0,1
-3.5,13,0,1
-3.5,13.5,0,1
-3.5,14,0,1
-3.5,14.5,1,1
-3.5,15,1,1
-3.5,15.5,1,1
-3.5,16,1,1
-3.5,16.5,1,1
-3.5,17,1,1
-3.5,17.5,1,1
-3.5,18,1,1
-3.5,18.5,-5,-1
-3.5,19,-5,-1
-3.5,19.5,-5,-1
-3.5,2,1,1
-3.5,2.5,1,1
-3.5,20,-5,-1
-3.5,20.5,-5,-1
-3.5,21,-5,-1
-3.5,21.5,-5,-1
-3.5,22,-5,-1
-3.5,22.5,-5,-1
-3.5,23,-5,-1
-3.5,23.5,-5,-1
-3.5,24,-5,-1
-3.5,24.5,-5,-1
-3.5,25,-5,-1
-3.5,25.5,-5,-1
-3.5,26,-5,-1
-3.5,26.5,-5,-1
-3.5,27,-5,-1
-3.5,27.5,-5,-1
-3.5,28,-5,-1
-3.5,28.5,-5,-1
-3.5,29,-5,-1
-3.5,29.5,-5,-1
-3.5,3,1,1
-3.5,3.5,1,1
-3.5,30,-5,-1
-3.5,30.5,-5,-1
-3.5,31,-5,-1
-3.5,31.5,-5,-1
-3.5,32,-5,-1
-3.5,32.5,-5,-1
-3.5,33,-5,-1
-3.5,33.5,-5,-1
-3.5,34,-5,-1
-3.5,34.5,-5,-1
-3.5,35,-5,-1
-3.5,35.5,-5,-1
-3.5,36,-5,-1
-3.5,36.5,-5,-1
-3.5,37,-5,-1
-3.5,37.5,-5,-1
-3.5,38,-5,-1
-3.5,38.5,-5,-1
-3.5,39,-5,-1
-3.5,39.5,-5,-1
-3.5,4,1,1
-3.5,4.5,1,1
-3.5,40,-5,-1
-3.5,5,1,1
-3.5,5.5,1,1
-3.5,6,1,1
-3.5,6.5,1,1
-3.5,7,1,1
-3.5,7.5,1,1
-3.5,8,1,1
-3.5,8.5,1,1
-3.5,9,0,1
-3.5,9.5,0,1
-4,-0.5,-5,-1
-4,-1,-5,-1
-4,-1.5,-5,-1
-4,-10,-5,-1
-4,-10.5,-5,-1
-4,-11,-5,-1
-4,-11.5,-5,-1
-4,-12,-5,-1
-4,-12.5,-5,-1
-4,-13,-5,-1
-4,-13.5,-5,-1
-4,-14,-5,-1
-4,-14.5,-5,-1
-4,-15,-5,-1
-4,-15.5,-5,-1
-4,-16,-5,-1
-4,-16.5,-5,-1
-4,-17,-5,-1
-4,-17.5,-5,-1
-4,-18,-5,-1
-4,-18.5,-5,-1
-4,-19,-5,-1
-4,-19.5,-5,-1
-4,-2,-5,-1
-4,-2.5,-5,-1
-4,-20,-5,-1
-4,-20.5,-5,-1
-4,-21,-5,-1
-4,-21.5,-5,-1
-4,-22,-5,-1
-4,-22.5,-5,-1
-4,-23,-5,-1
-4,-23.5,-5,-1
-4,-24,-5,-1
-4,-24.5,-5,-1
-4,-25,-5,-1
-4,-25.5,-5,-1
-4,-26,-5,-1
-4,-26.5,-5,-1
-4,-27,-5,-1
-4,-27.5,-5,-1
-4,-28,-5,-1
-4,-28.5,-5,-1
-4,-29,-5,-1
-4,-29.5,1,1
-4,-3,-5,-1
-4,-3.5,-5,-1
-4,-30,1,1
-4,-30.5,1,1
-4,-31,1,1
-4,-31.5,1,1
-4,-32,1,1
-4,-32.5,1,1
-4,-33,1,1
-4,-33.5,1,1
-4,-34,1,1
-4,-34.5,1,1
-4,-35,1,1
-4,-35.5,1,1
-4,-36,1,1
-4,-36.5,1,1
-4,-37,1,1
-4,-37.5,1,1
-4,-38,1,1
-4,-38.5,1,1
-4,-39,1,1
-4,-39.5,1,1
-4,-4,-5,-1
-4,-4.5,-5,-1
-4,-40,1,1
-4,-5,-5,-1
-4,-5.5,-5,-1
-4,-6,-5,-1
-4,-6.5,-5,-1
-4,-7,-5,-1
-4,-7.5,-5,-1
-4,-8,-5,-1
-4,-8.5,-5,-1
-4,-9,-5,-1
-4,-9.5,-5,-1
-4,0,-5,-1
-4,0.5,1,1
-4,1,1,1
-4,1.5,1,1
-4,10,0,1
-4,10.5,0,1
-4,11,0,1
-4,11.5,0,1
-4,12,0,1
-4,12.5,0,1
-4,13,0,1
-4,13.5,1,1
-4,14,1,1
-4,14.5,1,1
-4,15,1,1
-4,15.5,1,1
-4,16,1,1
-4,16.5,1,1
-4,17,1,1
-4,17.5,1,1
-4,18,1,1
-4,18.5,-5,-1
-4,19,-5,-1
-4,19.5,-5,-1
-4,2,1,1
-4,2.5,1,1
-4,20,-5,-1
-4,20.5,-5,-1
-4,21,-5,-1
-4,21.5,-5,-1
-4,22,-5,-1
-4,22.5,-5,-1
-4,23,-5,-1
-4,23.5,-5,-1
-4,24,-5,-1
-4,24.5,-5,-1
-4,25,-5,-1
-4,25.5,-5,-1
-4,26,-5,-1
-4,26.5,-5,-1
-4,27,-5,-1
-4,27.5,-5,-1
-4,28,-5,-1
-4,28.5,-5,-1
-4,29,-5,-1
-4,29.5,-5,-1
-4,3,1,1
-4,3.5,1,1
-4,30,-5,-1
-4,30.5,-5,-1
-4,31,-5,-1
-4,31.5,-5,-1
-4,32,-5,-1
-4,32.5,-5,-1
-4,33,-5,-1
-4,33.5,-5,-1
-4,34,-5,-1
-4,34.5,-5,-1
-4,35,-5,-1
-4,35.5,-5,-1
-4,36,-5,-1
-4,36.5,-5,-1
-4,37,-5,-1
-4,37.5,-5,-1
-4,38,-5,-1
-4,38.5,-5,-1
-4,39,-5,-1
-4,39.5,-5,-1
-4,4,1,1
-4,4.5,1,1
-4,40,-5,-1
-4,5,1,1
-4,5.5,1,1
-4,6,1,1
-4,6.5,1,1
-4,7,1,1
-4,7.5,1,1
-4,8,1,1
-4,8.5,1,1
-4,9,0,1
-4,9.5,0,1
-4.5,-0.5,-5,-1
-4.5,-1,-5,-1
-4.5,-1.5,-5,-1
-4.5,-10,-5,-1
-4.5,-10.5,-5,-1
-4.5,-11,-5,-1
-4.5,-11.5,-5,-1
-4.5,-12,-5,-1
-4.5,-12.5,-5,-1
-4.5,-13,-5,-1
-4.5,-13.5,-5,-1
-4.5,-14,-5,-1
-4.5,-14.5,-5,-1
-4.5,-15,-5,-1
-4.5,-15.5,-5,-1
-4.5,-16,-5,-1
-4.5,-16.5,-5,-1
-4.5,-17,-5,-1
-4.5,-17.5,-5,-1
-4.5,-18,-5,-1
-4.5,-18.5,-5,-1
-4.5,-19,-5,-1
-4.5,-19.5,-5,-1
-4.5,-2,-5,-1
-4.5,-2.5,-5,-1
-4.5,-20,-5,-1
-4.5,-20.5,-5,-1
-4.5,-21,-5,-1
-4.5,-21.5,-5,-1
-4.5,-22,-5,-1
-4.5,-22.5,-5,-1
-4.5,-23,-5,-1
-4.5,-23.5,-5,-1
-4.5,-24,-5,-1
-4.5,-24.5,-5,-1
-4.5,-25,-5,-1
-4.5,-25.5,-5,-1
-4.5,-26,-5,-1
-4.5,-26.5,-5,-1
-4.5,-27,-5,-1
-4.5,-27.5,-5,-1
-4.5,-28,-5,-1
-4.5,-28.5,-5,-1
-4.5,-29,-5,-1
-4.5,-29.5,1,1
-4.5,-3,-5,-1
-4.5,-3.5,-5,-1
-4.5,-30,1,1
-4.5,-30.5,1,1
-4.5,-31,1,1
-4.5,-31.5,1,1
-4.5,-32,1,1
-4.5,-32.5,1,1
-4.5,-33,1,1
-4.5,-33.5,1,1
-4.5,-34,1,1
-4.5,-34.5,1,1
-4.5,-35,1,1
-4.5,-35.5,1,1
-4.5,-36,1,1
-4.5,-36.5,1,1
-4.5,-37,1,1
-4.5,-37.5,1,1
-4.5,-38,1,1
-4.5,-38.5,1,1
-4.5,-39,1,1
-4.5,-39.5,1,1
-4.5,-4,-5,-1
-4.5,-4.5,-5,-1
-4.5,-40,1,1
-4.5,-5,-5,-1
-4.5,-5.5,-5,-1
-4.5,-6,-5,-1
-4.5,-6.5,-5,-1
-4.5,-7,-5,-1
-4.5,-7.5,-5,-1
-4.5,-8,-5,-1
-4.5,-8.5,-5,-1
-4.5,-9,-5,-1
-4.5,-9.5,-5,-1
-4.5,0,-5,-1
-4.5,0.5,1,1
-4.5,1,1,1
-4.5,1.5,1,1
-4.5,10,0,1
-4.5,10.5,0,1
-4.5,11,0,1
-4.5,11.5,0,1
-4.5,12,0,1
-4.5,12.5,0,1
-4.5,13,1,1
-4.5,13.5,1,1
-4.5,14,1,1
-4.5,14.5,1,1
-4.5,15,1,1
-4.5,15.5,1,1
-4.5,16,1,1
-4.5,16.5,1,1
-4.5,17,1,1
-4.5,17.5,1,1
-4.5,18,1,1
-4.5,18.5,-5,-1
-4.5,19,-5,-1
-4.5,19.5,-5,-1
-4.5,2,1,1
-4.5,2.5,1,1
-4.5,20,-5,-1
-4.5,20.5,-5,-1
-4.5,21,-5,-1
-4.5,21.5,-5,-1
-4.5,22,-5,-1
-4.5,22.5,-5,-1
-4.5,23,-5,-1
-4.5,23.5,-5,-1
-4.5,24,-5,-1
-4.5,24.5,-5,-1
-4.5,25,-5,-1
-4.5,25.5,-5,-1
-4.5,26,-5,-1
-4.5,26.5,-5,-1
-4.5,27,-5,-1
-4.5,27.5,-5,-1
-4.5,28,-5,-1
-4.5,28.5,-5,-1
-4.5,29,-5,-1
-4.5,29.5,-5,-1
-4.5,3,1,1
-4.5,3.5,1,1
-4.5,30,-5,-1
-4.5,30.5,-5,-1
-4.5,31,-5,-1
-4.5,31.5,-5,-1
-4.5,32,-5,-1
-4.5,32.5,-5,-1
-4.5,33,-5,-1
-4.5,33.5,-5,-1
-4.5,34,-5,-1
-4.5,34.5,-5,-1
-4.5,35,-5,-1
-4.5,35.5,-5,-1
-4.5,36,-5,-1
-4.5,36.5,-5,-1
-4.5,37,-5,-1
-4.5,37.5,-5,-1
-4.5,38,-5,-1
-4.5,38.5,-5,-1
-4.5,39,-5,-1
-4.5,39.5,-5,-1
-4.5,4,1,1
-4.5,4.5,1,1
-4.5,40,-5,-1
-4.5,5,1,1
-4.5,5.5,1,1
-4.5,6,1,1
-4.5,6.5,1,1
-4.5,7,1,1
-4.5,7.5,1,1
-4.5,8,1,1
-4.5,8.5,0,1
-4.5,9,0,1
-4.5,9.5,0,1
-5,-0.5,-5,-1
-5,-1,-5,-1
-5,-1.5,-5,-1
-5,-10,-5,-1
-5,-10.5,-5,-1
-5,-11,-5,-1
-5,-11.5,-5,-1
-5,-12,-5,-1
-5,-12.5,-5,-1
-5,-13,-5,-1
-5,-13.5,-5,-1
-5,-14,-5,-1
-5,-14.5,-5,-1
-5,-15,-5,-1
-5,-15.5,-5,-1
-5,-16,-5,-1
-5,-16.5,-5,-1
-5,-17,-5,-1
-5,-17.5,-5,-1
-5,-18,-5,-1
-5,-18.5,-5,-1
-5,-19,-5,-1
-5,-19.5,-5,-1
-5,-2,-5,-1
-5,-2.5,-5,-1
-5,-20,-5,-1
-5,-20.5,-5,-1
-5,-21,-5,-1
-5,-21.5,-5,-1
-5,-22,-5,-1
-5,-22.5,-5,-1
-5,-23,-5,-1
-5,-23.5,-5,-1
-5,-24,-5,-1
-5,-24.5,-5,-1
-5,-25,-5,-1
-5,-25.5,-5,-1
-5,-26,-5,-1
-5,-26.5,-5,-1
-5,-27,-5,-1
-5,-27.5,-5,-1
-5,-28,-5,-1
-5,-28.5,-5,-1
-5,-29,-5,-1
-5,-29.5,1,1
-5,-3,-5,-1
-5,-3.5,-5,-1
-5,-30,1,1
-5,-30.5,1,1
-5,-31,1,1
-5,-31.5,1,1
-5,-32,1,1
-5,-32.5,1,1
-5,-33,1,1
-5,-33.5,1,1
-5,-34,1,1
-5,-34.5,1,1
-5,-35,1,1
-5,-35.5,1,1
-5,-36,1,1
-5,-36.5,1,1
-5,-37,1,1
-5,-37.5,1,1
-5,-38,1,1
-5,-38.5,1,1
-5,-39,1,1
-5,-39.5,1,1
-5,-4,-5,-1
-5,-4.5,-5,-1
-5,-40,1,1
-5,-5,-5,-1
-5,-5.5,-5,-1
-5,-6,-5,-1
-5,-6.5,-5,-1
-5,-7,-5,-1
-5,-7.5,-5,-1
-5,-8,-5,-1
-5,-8.5,-5,-1
-5,-9,-5,-1
-5,-9.5,-5,-1
-5,0,-5,-1
-5,0.5,1,1
-5,1,1,1
-5,1.5,1,1
-5,10,0,1
-5,10.5,0,1
-5,11,0,1
-5,11.5,0,1
-5,12,0,1
-5,12.5,1,1
-5,13,1,1
-5,13.5,1,1
-5,14,1,1
-5,14.5,1,1
-5,15,1,1
-5,15.5,1,1
-5,16,1,1
-5,16.5,1,1
-5,17,1,1
-5,17.5,1,1
-5,18,1,1
-5,18.5,-5,-1
-5,19,-5,-1
-5,19.5,-5,-1
-5,2,1,1
-5,2.5,1,1
-5,20,-5,-1
-5,20.5,-5,-1
-5,21,-5,-1
-5,21.5,-5,-1
-5,22,-5,-1
-5,22.5,-5,-1
-5,23,-5,-1
-5,23.5,-5,-1
-5,24,-5,-1
-5,24.5,-5,-1
-5,25,-5,-1
-5,25.5,-5,-1
-5,26,-5,-1
-5,26.5,-5,-1
-5,27,-5,-1
-5,27.5,-5,-1
-5,28,-5,-1
-5,28.5,-5,-1
-5,29,-5,-1
-5,29.5,-5,-1
-5,3,1,1
-5,3.5,1,1
-5,30,-5,-1
-5,30.5,-5,-1
-5,31,-5,-1
-5,31.5,-5,-1
-5,32,-5,-1
-5,32.5,-5,-1
-5,33,-5,-1
-5,33.5,-5,-1
-5,34,-5,-1
-5,34.5,-5,-1
-5,35,-5,-1
-5,35.5,-5,-1
-5,36,-5,-1
-5,36.5,-5,-1
-5,37,-5,-1
-5,37.5,-5,-1
-5,38,-5,-1
-5,38.5,-5,-1
-5,39,-5,-1
-5,39.5,-5,-1
-5,4,1,1
-5,4.5,1,1
-5,40,-5,-1
-5,5,1,1
-5,5.5,1,1
-5,6,1,1
-5,6.5,1,1
-5,7,1,1
-5,7.5,1,1
-5,8,1,1
-5,8.5,0,1
-5,9,0,1
-5,9.5,0,1
-5.5,-0.5,-5,-1
-5.5,-1,-5,-1
-5.5,-1.5,-5,-1
-5.5,-10,-5,-1
-5.5,-10.5,-5,-1
-5.5,-11,-5,-1
-5.5,-11.5,-5,-1
-5.5,-12,-5,-1
-5.5,-12.5,-5,-1
-5.5,-13,-5,-1
-5.5,-13.5,-5,-1
-5.5,-14,-5,-1
-5.5,-14.5,-5,-1
-5.5,-15,-5,-1
-5.5,-15.5,-5,-1
-5.5,-16,-5,-1
-5.5,-16.5,-5,-1
-5.5,-17,-5,-1
-5.5,-17.5,-5,-1
-5.5,-18,-5,-1
-5.5,-18.5,-5,-1
-5.5,-19,-5,-1
-5.5,-19.5,-5,-1
-5.5,-2,-5,-1
-5.5,-2.5,-5,-1
-5.5,-20,-5,-1
-5.5,-20.5,-5,-1
-5.5,-21,-5,-1
-5.5,-21.5,-5,-1
-5.5,-22,-5,-1
-5.5,-22.5,-5,-1
-5.5,-23,-5,-1
-5.5,-23.5,-5,-1
-5.5,-24,-5,-1
-5.5,-24.5,-5,-1
-5.5,-25,-5,-1
-5.5,-25.5,-5,-1
-5.5,-26,-5,-1
-5.5,-26.5,-5,-1
-5.5,-27,-5,-1
-5.5,-27.5,-5,-1
-5.5,-28,-5,-1
-5.5,-28.5,-5,-1
-5.5,-29,1,1
-5.5,-29.5,1,1
-5.5,-3,-5,-1
-5.5,-3.5,-5,-1
-5.5,-30,1,1
-5.5,-30.5,1,1
-5.5,-31,1,1
-5.5,-31.5,1,1
-5.5,-32,1,1
-5.5,-32.5,1,1
-5.5,-33,1,1
-5.5,-33.5,1,1
-5.5,-34,1,1
-5.5,-34.5,1,1
-5.5,-35,1,1
-5.5,-35.5,1,1
-5.5,-36,1,1
-5.5,-36.5,1,1
-5.5,-37,1,1
-5.5,-37.5,1,1
-5.5,-38,1,1
-5.5,-38.5,1,1
-5.5,-39,1,1
-5.5,-39.5,1,1
-5.5,-4,-5,-1
-5.5,-4.5,-5,-1
-5.5,-40,1,1
-5.5,-5,-5,-1
-5.5,-5.5,-5,-1
-5.5,-6,-5,-1
-5.5,-6.5,-5,-1
-5.5,-7,-5,-1
-5.5,-7.5,-5,-1
-5.5,-8,-5,-1
-5.5,-8.5,-5,-1
-5.5,-9,-5,-1
-5.5,-9.5,-5,-1
-5.5,0,-5,-1
-5.5,0.5,1,1
-5.5,1,1,1
-5.5,1.5,1,1
-5.5,10,0,1
-5.5,10.5,0,1
-5.5,11,1,1
